molregno,molecular_complexity,mean_standard_value
540845,5.28,1240.0
540975,4.33,1350.0
541446,5.27,521.0
541565,5.24,370.0
541692,6.08,1228.0
541954,4.46,160.0
542003,5.18,1536.585
542054,4.74,1445.0
542105,5.34,127.2
542526,5.41,14.0
542604,4.63,3850.0
542667,4.11,827.8
542748,5.04,1320.0
542756,5.32,468.0
542815,3.15,720.0
542859,5.65,1.9
553826,6.57,5200.0
554322,5.07,46000.0
554502,4.5,16.0
554503,5.07,1330.0
554714,5.17,5100.0
554736,5.94,7000.0
555040,3.95,3000.0
555253,4.36,5100.0
555260,4.92,3000.0
555272,4.99,2800.0
555646,5.55,347.0
555650,5.56,193.0
555679,5.41,40.0
555680,5.5,61.0
555681,5.55,99.0
555691,5.51,178.0
555697,5.91,74.8
555706,5.87,112.0
555725,6.38,34300.0
555726,3.92,20000.0
555731,3.82,20000.0
555763,5.11,67.7
555944,6.04,2100.0
555949,6.39,190.0
556071,5.12,3950.0
556097,4.51,4000.0
556206,4.27,14000.0
556249,5.2,4260.0
556424,7.51,1670.0
556742,3.57,480.0
556951,4.14,14900.0
556988,4.56,21900.0
556998,4.63,400.0
557364,5.52,282.0
557365,5.55,479.0
557368,5.4,41.0
557373,5.48,60.0
557408,5.48,269.0
557428,5.88,43000.0
557434,6.57,5650.0
557452,6.0,69400.0
557458,6.23,5900.0
557484,5.58,10.4
557489,5.45,17.0
557804,4.17,14000.0
557965,5.15,256.0
557966,4.53,9.0
557967,5.1,6.0
558705,4.43,9000.0
558722,4.47,7000.0
558723,4.47,2300.0
558734,5.05,2900.0
558906,4.63,52400.0
559098,5.54,263.0
559108,5.5,37.0
559132,5.58,123.0
559133,5.49,99.0
559137,5.57,49.0
559145,5.48,321.0
559164,6.27,16900.0
559171,4.01,8000.0
559181,6.25,55500.0
559228,5.85,28.0
559404,5.94,1350.0
559522,4.24,3860.0
559531,1.23,120.0
559728,5.25,2240.0
559732,5.25,36.0
559864,3.86,6950.0
560510,4.41,5400.0
560511,4.45,4600.0
560531,4.84,7400.0
560532,4.84,1600.0
560547,4.63,5000.0
560565,4.84,6000.0
560566,4.39,42500.0
560861,5.48,47.0
560869,5.5,42.0
560875,5.54,64.0
560883,5.41,44.0
560887,5.5,42.0
560893,5.55,52.0
560894,5.54,32.0
560919,5.48,76.0
560934,5.86,367.0
560939,5.66,87.0
560945,5.93,35100.0
560957,5.47,180.0
560958,6.54,44000.0
560959,6.4,42500.0
560960,3.88,5000.0
560967,4.56,4000.0
561000,5.44,10.9
561019,5.65,55.1
561023,7.13,1274.0
561036,5.93,4.4
561066,5.87,73.8
561354,5.37,670.0
561566,5.04,3500.0
561567,4.37,27.0
561568,5.26,568.0
562030,5.23,42100.0
562303,4.62,6000.0
562331,4.99,3000.0
562352,4.63,14000.0
562686,5.48,141.0
562694,5.52,63.0
562700,5.48,166.0
562706,5.51,268.0
562707,5.54,280.0
562733,5.5,95.0
562757,4.99,9.5
562759,6.47,4733.333333333333
562760,4.09,12000.0
562808,5.65,575.0
562840,5.96,71.9
562978,6.04,1240.0
563082,3.0,670.0
563254,5.22,1860.0
563264,4.85,10500.0
563998,4.14,5600.0
563999,4.31,11000.0
564000,4.41,6900.0
564013,4.51,1700.0
564022,4.56,3000.0
564032,4.64,4000.0
564046,4.63,1700.0
564055,4.24,85000.0
564235,4.49,27400.0
564391,5.56,41.0
564396,5.5,43.0
564397,5.47,302.0
564400,5.51,313.0
564403,5.56,116.0
564408,5.48,28.0
564436,5.51,428.0
564440,5.41,84.0
564457,5.65,163.0
564475,5.69,96.0
564497,5.6,3.6
564507,5.53,111.0
564515,5.53,47.4
564516,5.58,113.0
564517,5.63,126.0
564527,6.14,5.5
564531,5.89,66.9
564733,5.67,3010.0
564838,4.17,2840.0
565030,5.09,6500.0
565809,3.91,41500.0
565819,4.41,4000.0
566173,5.58,294.0
566194,5.54,46.0
566198,5.58,74.0
566229,5.52,109.0
566245,5.55,183.0
566248,5.54,98.0
566274,6.23,47400.0
566277,6.38,25400.0
566282,4.71,48.333333333333336
566290,5.14,19.1
566291,5.32,2090.0
566299,5.11,109.0
566300,5.58,362.0
566343,5.65,149.0
566525,6.22,2190.0
566640,4.87,22520.0
566674,5.09,1000.0
566849,4.6,329.0
567309,5.76,12900.0
567310,5.42,12800.0
567320,5.39,41000.0
567594,3.84,14300.0
567611,4.49,3000.0
567615,4.57,2200.0
567627,4.58,1500.0
567628,4.87,1800.0
567629,4.62,6000.0
567635,4.44,2400.0
567646,4.63,4000.0
567647,5.08,3000.0
567657,3.93,55000.0
568052,5.5,139.0
568084,5.54,430.0
568087,5.5,202.0
568098,5.79,7930.0
568099,5.67,430.0
568102,5.96,68.1
568118,4.82,12000.0
568123,6.25,47200.0
568136,5.3,45.0
568140,5.42,1053.3333333333333
568143,5.58,18.0
568154,5.52,18.0
568173,5.65,73.4
568198,5.86,133.0
568736,6.87,18100.0
569431,6.91,2300.0
569432,6.95,6300.0
569435,6.81,26500.0
571514,4.67,17000.0
571523,5.25,3200.0
571542,4.79,5600.0
571543,5.16,7500.0
571573,5.72,5000.0
571579,6.03,950.0
571631,5.84,2200.0
571646,5.49,20000.0
571660,5.8,15000.0
571662,5.9,1300.0
571672,5.69,13000.0
571673,5.6,14000.0
571685,5.33,26.5
571700,5.51,15.0
572025,5.68,34800.0
572136,4.6,14700.0
573228,5.7,2.22
573300,5.57,2.12
573336,5.01,5.47
573403,5.89,3330.0
573404,5.45,3430.0
573417,5.89,3970.0
573458,6.04,2500.0
573460,5.85,3400.0
573469,5.85,4890.0
573540,4.75,2760.0
573541,6.01,1820.0
573542,5.64,2560.0
573544,5.57,4570.0
573552,5.9,4860.0
573569,5.88,4650.0
573947,5.97,59.4
573951,5.13,7.4
573979,5.89,16.9
573980,6.26,7.2
573991,5.55,20.5
574014,4.99,5.2
574015,5.76,75.8
574017,5.91,6.1
574030,5.87,3.7
574053,5.58,31.6
574356,3.57,10300.0
574752,4.13,39000.0
574891,4.29,50100.0
575120,6.12,470.0
575156,5.73,92.0
575166,5.62,120.0
575167,6.31,520.0
575193,6.29,730.0
575194,5.54,590.0
575205,5.22,1720.0
575212,5.85,870.0
575213,5.71,500.0
575233,5.59,600.0
575234,5.92,820.0
575235,6.06,960.0
575252,6.01,710.0
575268,4.86,28.0
575274,5.22,107.0
575276,4.63,34.0
575385,5.16,36.8
576225,5.78,4950.0
576240,4.38,10000.0
576241,4.89,6450.0
576319,5.09,1045.0
576320,2.84,10100.0
576326,2.95,6200.0
576350,3.9,2950.0
577325,6.0,12110.0
577380,4.61,926.6666666666666
577595,4.15,256.0
577597,4.03,56.0
577598,5.54,665.0
577601,3.73,3950.0
577602,4.09,265.0
577604,4.4,400.0
577612,4.15,44.0
577613,4.17,204.0
577614,3.85,1130.0
577618,4.08,3.0
577620,3.96,150.0
577621,4.04,24.0
577622,4.1,106.0
577623,4.49,276.0
577624,4.0,1043.0
577625,3.53,270.0
577626,5.38,730.0
577627,4.26,1045.0
577631,4.16,100.0
577632,4.78,195.0
577633,4.37,135.0
577634,3.96,191.0
577635,3.84,198.0
577636,4.45,345.0
577638,2.29,12160.0
577650,4.71,156.0
577651,3.32,1770.0
577652,3.54,184.0
577654,3.52,2750.0
577655,4.03,1170.0
577656,4.04,1890.0
577664,3.15,3560.0
577665,3.05,889.0
577666,3.43,120.0
577667,4.23,12720.0
577668,3.54,272.0
577672,4.26,186.0
577679,4.49,1710.0
577682,4.72,135.0
577683,3.26,130.0
577691,4.82,630.0
577693,4.45,206.0
577706,4.05,227.0
577707,4.32,131.0
577826,8.06,0.05
578143,0.97,12589.25
578289,4.38,1180.16
578904,5.54,5500.0
578948,5.55,8000.0
578949,5.55,7900.0
579081,5.6,6300.0
579107,5.68,8700.0
579119,5.75,12500.0
579120,5.96,9900.0
580618,4.21,1800.0
581151,4.79,9.0
581207,4.42,8.0
581221,4.44,215.0
581637,3.8,910.0
581758,3.61,10920.0
581759,3.76,4100.0
581799,4.51,110.0
581802,3.83,910.0
581803,3.98,220.0
581804,4.38,500.0
581806,3.91,410.0
581809,4.0,16630.0
581813,4.91,133.0
581815,4.48,720.0
581816,4.61,700.0
581820,4.01,110.0
581825,3.95,580.0
581826,4.13,120.0
581827,4.62,900.0
581830,3.99,5150.0
581837,4.09,190.0
581838,4.01,1120.0
581839,4.94,2630.0
581842,4.16,810.0
581857,2.01,12589.25
581860,4.76,30.0
583644,3.92,1146.0
583733,6.34,1329.0
583736,4.69,1180.0
583860,3.11,8898.85
583870,5.0,517.6
583896,3.22,42000.0
583898,5.43,1637.0
583901,3.65,1060.0
583914,4.64,14.0
583950,5.28,3337.0
583992,5.19,4300.0
584061,5.62,808.9
584077,4.04,1186.0
584096,3.65,740.0
584187,2.74,876.0
584192,4.11,768.3
584216,4.58,1155.0
584225,5.76,977.9
584251,5.28,2084.0
584282,4.78,458.1
584288,5.01,1550.0
584354,2.38,1484.0
584366,5.27,51.0
584382,5.87,541.2
584445,3.17,513.9
584448,4.02,691.2
584599,4.13,1556.0
584621,3.47,158.3
584764,5.18,901.3
584844,3.94,1420.0
584849,3.81,2719.0
584862,5.72,2978.0
584906,5.81,512.0
584913,3.59,783.0
584915,5.77,3889.65
584919,7.15,1695.0
584938,5.63,2000.0
584940,5.05,617.4
584995,5.02,200.0
585010,2.58,636.8
585011,4.57,4022.0
585057,4.73,2900.0
585181,5.64,82.0
585287,5.31,82.67
585288,4.48,1699.0
585334,4.73,1880.0
585362,5.18,3991.215
585365,4.92,878.1
585404,5.94,2340.0
585698,5.71,298.3
585750,4.08,567.5
585766,6.29,6522.6
585785,4.05,1183.0
585859,4.76,789.1
585867,3.75,420.5
585872,4.01,1100.0
585937,5.24,50.0
585972,5.15,86.0
585975,4.58,1494.0
586004,4.79,1470.0
586006,2.89,1286.0
586043,5.1,723.0
586069,4.37,1105.0
586238,4.34,2016.6666666666667
586256,5.29,150.0
586355,4.3,490.3
586369,4.86,1487.0
586442,5.88,117.5
586537,3.69,1530.0
586657,3.82,549.9
586658,3.07,498.3
586698,5.14,1440.0
586699,5.24,3414.0
586712,4.47,558.0
586746,4.99,220.0
587251,5.85,5723.0
587267,3.37,892.6
587325,4.17,1362.0
587343,5.19,542.8
587421,6.3,1989.0
587422,3.94,21840.0
587475,5.26,1250.0
587558,4.01,732.5
587606,3.35,904.2
587682,4.42,543.8
587905,4.49,311.4
587911,5.81,734.5
587933,4.39,791.3
588182,5.38,700.0
588197,5.42,769.1
588341,2.97,1413.0
588435,2.52,2479.0
588532,4.12,1001.0
588549,5.82,2028.0
588588,5.08,915.5
588603,3.67,365.1
588606,6.36,315.1
588806,5.2,1039.0
588836,4.64,2992.0
588970,5.4,1439.0
589005,4.02,1135.0
589016,5.31,1694.0
589021,5.58,1143.0
589095,3.15,1100.0
589139,4.83,424.8
589152,3.21,1883.0
589158,3.37,1027.0
589372,5.65,1220.0
589425,5.54,850.7
589452,4.24,739.8
589455,4.19,4146.0
589480,3.79,617.2
589506,4.99,1607.0
589510,4.72,1462.0
589549,5.03,153.8
589571,5.23,3000.0
589582,4.14,483.5
589603,3.72,1828.0
589620,4.78,2772.0
589697,5.29,2701.0
589776,5.45,1159.0
589777,3.16,1906.0
589826,3.41,1207.0
589886,5.77,558.9
589929,3.83,1867.0
589932,4.71,2199.0
589951,5.87,913.0
589970,4.51,452.7
590009,4.53,1523.0
590044,3.18,3947.0
590071,5.16,3679.0
590097,5.47,1693.0
590271,4.37,7300.0
591864,5.09,0.3
592151,5.1,9450.0
592176,5.72,9720.0
592177,5.78,7190.0
592178,5.68,6720.0
592218,7.19,51.0
592223,7.28,725.0
592226,7.34,133.0
592238,7.54,972.5
592247,5.88,3040.0
592258,6.08,1610.0
592259,6.08,2000.0
592260,6.08,1800.0
592261,5.95,2010.0
592295,6.14,2260.0
592314,6.02,10620.0
592315,6.28,910.0
592316,6.8,1240.0
592317,6.34,930.0
592318,6.34,240.0
592335,5.97,110.0
593348,5.73,16900.0
593371,4.44,38800.0
593380,4.92,58800.0
593381,5.5,7700.0
593401,5.44,9300.0
593412,4.84,25500.0
593421,5.34,8400.0
593422,5.97,11800.0
593496,6.21,18950.0
593497,6.85,4300.0
593502,6.06,10800.0
593513,6.02,500.0
593819,7.34,9800.0
593844,4.24,11000.0
594509,6.14,13320.0
594702,3.04,23.0
594703,3.55,1200.0
594704,3.79,4100.0
594730,4.59,1200.0
594753,3.01,3600.0
594754,3.4,3000.0
594773,7.74,5.85
594774,7.72,6.2
594775,7.66,25.0
594776,7.91,44.6
594779,7.83,46.3
594780,7.79,11.8
594833,5.32,7.45
594839,4.18,14900.0
594840,4.57,410.0
594854,4.51,22000.0
594855,3.31,23300.0
594856,3.75,4200.0
594861,4.36,90.0
594862,2.65,5400.0
594864,6.12,20.8
595033,6.29,570.0
595034,6.3,235.0
595036,6.3,3350.0
595041,6.2,600.0
595042,6.08,690.0
595051,6.28,740.0
595412,6.03,5200.0
595628,2.28,14700.0
595647,2.45,450.0
595649,3.82,13700.0
595665,2.55,6400.0
595666,2.36,3200.0
595685,1.44,13400.0
595720,1.32,29300.0
595731,3.51,640.0
595733,3.53,40.0
595755,2.59,23200.0
595756,2.35,7800.0
596238,5.41,7300.0
596239,3.85,17000.0
596353,4.62,140.6
597659,5.48,7600.0
597975,4.62,10340.0
598523,3.95,13250.0
598547,4.65,8310.0
598548,4.07,11030.0
598549,4.16,12100.0
598550,4.21,8430.0
598551,4.39,6650.0
598552,4.3,11790.0
599208,4.79,8800.0
599777,4.13,33030.0
599778,3.35,16520.0
599780,4.12,4430.0
599970,6.51,1100.0
599971,6.69,17200.0
599972,6.43,1000.0
599973,6.67,31400.0
600039,4.48,4000.0
600521,3.44,2410.0
600818,3.74,8000.0
600819,4.1,50570.0
600820,3.42,11600.0
600821,3.83,7570.0
600892,3.75,54780.0
600893,4.12,13340.0
600895,3.74,18860.0
601912,3.39,6400.0
604111,5.25,23300.0
604147,3.69,230.0
607182,5.61,18.0
607197,5.35,43.0
607224,5.55,25.0
607682,5.4,35000.0
607693,5.61,85.0
608572,4.17,95000.0
608895,6.73,39.0
610787,4.17,9300.0
610919,4.06,12000.0
610920,4.37,64000.0
611002,4.55,22500.0
611004,4.84,22400.0
611027,6.68,22.1
611028,6.74,19.17
611029,6.77,6.97
611030,6.81,15.08
611031,6.67,7.95
611032,6.75,21.78
611033,6.7,4.21
611034,6.58,289.17
611035,6.73,17.51
611036,6.59,9.46
611037,6.6,365.29
611038,6.4,4.27
611039,6.37,68.39
611040,6.73,49.44
611096,4.57,61200.0
611116,6.74,65.61
611117,6.69,40.06
611118,6.79,27.88
611119,6.75,35.17
611120,6.81,20.15
611121,6.81,45.13
611122,6.4,119.31
611123,6.42,115.83
611220,4.61,63700.0
611280,4.83,27900.0
611281,4.97,25800.0
611344,5.18,72300.0
613604,6.18,1700.0
613605,6.51,900.0
613606,6.13,8400.0
613607,6.42,2100.0
614890,7.01,320.0
614891,7.07,265.0
615197,7.53,4360.0
615808,6.73,100.0
615809,6.66,4100.0
615810,6.61,21900.0
615811,6.5,800.0
616067,4.92,8000.0
616240,3.69,50200.0
616241,3.96,16600.0
616242,4.56,25400.0
616243,3.32,28000.0
616307,3.77,20500.0
616308,4.04,17200.0
616309,3.85,6900.0
616374,5.78,7600.0
616375,5.72,8000.0
616377,5.16,24700.0
616457,5.72,7100.0
616458,5.49,3400.0
616459,5.27,3000.0
616460,5.76,5600.0
616525,6.29,2600.0
616526,6.31,3300.0
616718,5.22,1.5
616719,5.85,1.25
616720,5.55,1.25
616784,5.57,1.5
616785,5.67,3.1
616786,5.71,1.9
616787,5.99,52.0
616788,5.97,1.6
616855,6.0,1.75
616856,6.07,1.65
616857,5.97,1.45
616932,5.04,5.55
616933,5.62,7.65
616934,5.3,13.5
616935,5.37,14.0
617022,5.47,11.0
617023,5.77,32.0
617105,3.67,40000.0
617106,3.67,60000.0
617109,4.37,60000.0
617192,4.59,40000.0
617193,4.3,60000.0
617195,3.9,10000.0
617319,6.71,200.0
617320,6.72,900.0
617323,6.62,400.0
617325,6.71,300.0
617326,6.58,300.0
617335,2.47,52000.0
617337,2.92,50000.0
617345,3.14,24200.0
617408,3.76,40000.0
617411,2.17,90000.0
617413,5.92,3600.0
617414,5.86,7300.0
617415,2.44,2300.0
617476,5.27,30000.0
617678,6.11,7800.0
619520,5.33,20800.0
619598,4.2,100000.0
619665,4.44,100000.0
619667,5.29,50300.0
619668,5.99,28400.0
619763,5.97,14600.0
619764,5.77,100000.0
619765,6.22,8000.0
619766,3.49,100000.0
619767,4.37,43100.0
620351,6.35,28500.0
620353,6.5,25440.0
620354,6.66,15580.0
620355,6.72,90470.0
620356,6.51,10290.0
620357,6.66,6800.0
620358,6.73,11490.0
620359,6.51,10840.0
620361,6.72,16620.0
620362,6.5,15960.0
620363,6.66,15040.0
620364,6.72,15330.0
620365,6.51,9910.0
620366,6.66,10610.0
620367,6.73,16730.0
620368,6.51,15890.0
620369,6.65,18280.0
620370,6.72,25060.0
620455,4.71,47.33
620479,5.85,7300.0
620480,3.42,75300.0
620561,5.94,4700.0
620565,5.82,4000.0
620566,6.53,3900.0
620567,6.54,900.0
620650,6.42,35800.0
620723,3.5,34800.0
620726,5.21,13200.0
621804,7.29,0.76
621808,7.29,0.21
621873,7.36,4.3
621875,7.28,4.8
621877,7.36,2.6
623310,3.52,10345.0
623622,2.59,22000.0
624629,4.92,19000.0
624775,5.89,15000.0
624819,6.54,7300.0
625187,4.63,8100.0
625188,4.44,13000.0
626569,3.9,12300.0
626660,4.19,59600.0
626662,4.85,37700.0
626663,4.54,50000.0
626664,4.69,30600.0
626743,4.95,33300.0
626744,3.9,43000.0
627517,6.13,20000.0
627518,6.12,18000.0
627519,5.88,6000.0
627520,5.78,11000.0
627604,5.75,13000.0
627605,6.24,11000.0
627696,3.73,36400.0
627697,4.9,36100.0
627698,4.08,40900.0
627700,3.83,9400.0
627792,3.85,36400.0
627793,3.64,13200.0
627794,4.0,20300.0
627795,4.02,23200.0
627824,5.3,10.9
628118,4.98,49.0
628424,6.51,7700.0
628425,6.44,9200.0
628588,5.52,780.0
628589,5.72,3800.0
629135,4.61,50.0
629138,4.76,64.5
629511,4.52,63500.0
629512,4.64,22800.0
629513,4.69,24800.0
629577,4.69,36000.0
630272,5.4,4.0
630273,5.46,116.0
630275,5.64,77.0
630276,5.47,0.2
630316,5.5,83.0
630505,6.85,74000.0
630511,6.97,75000.0
630512,6.96,32000.0
630513,6.97,27000.0
630514,6.95,22000.0
631073,5.52,85.0
631136,5.17,1808.0
631137,5.21,444.0
631138,5.28,84.0
631196,5.08,84.5
631199,5.35,3.0
631200,5.41,182.0
631397,4.31,10000.0
632683,5.53,2240.0
632847,7.39,1.6
632848,4.75,5.7
632923,4.54,8.4
632924,4.87,150.0
632925,6.65,5.1
632926,7.07,27.0
632927,7.49,2.4
632929,7.44,91.0
641189,6.23,797.0
643660,4.58,68200.0
643663,5.24,3540.0
643666,5.26,4630.0
643667,5.34,850.0
643668,5.27,7850.0
643673,5.46,140.0
643674,6.12,1720.0
643677,6.33,80.0
643680,6.46,1590.0
644502,4.33,1237.5
647681,6.49,1.4
647733,6.48,2.5
647734,6.49,4.2
647735,6.49,1.3
647782,6.77,4.6
647810,3.98,63400.0
647974,4.15,86700.0
648026,4.26,37250.0
648027,4.31,57900.0
648433,5.83,43050.0
648465,4.33,91650.0
648466,5.82,4600.0
648467,5.53,8200.0
648468,5.18,71600.0
648501,5.15,81700.0
648604,3.74,17000.0
648636,3.8,31700.0
648637,4.12,24700.0
648641,3.8,31000.0
648672,4.18,21200.0
648680,4.8,1.1
648681,4.87,4.3
648682,4.99,1.1
648683,5.6,2.0
648684,5.04,2.4
648685,5.01,6.7
648686,5.62,3.6
648687,5.65,8.2
648688,5.28,3.3
648689,6.13,1.7
648690,6.22,110.0
648691,6.41,2200.0
648692,5.08,2.3
648693,6.19,1.6
648694,5.16,5.9
648695,5.12,1.6
648696,5.23,15.6
648697,6.74,1.5
648698,5.94,2.8
648699,6.27,2.1
648746,4.99,1.85
648747,5.03,2.9
648748,5.08,6.2
648749,5.04,5.6
648750,6.27,3.5
648751,6.58,3.1
648752,5.36,10.6
648753,5.07,2.7
648754,5.18,2.2
648755,5.72,310.0
648756,5.93,29.5
648757,5.06,7.0
648758,5.46,48.0
648759,7.13,16.5
648760,6.72,3500.0
648761,5.16,2.2
648788,5.1,4400.0
648927,6.94,28500.0
648929,7.03,49500.0
649206,3.96,22200.0
649207,4.31,33200.0
649378,6.39,6700.0
649379,5.02,5640.0
649380,4.84,2150.0
649385,6.74,892.0
649386,4.57,5130.0
649764,6.75,6330.0
649766,6.46,33100.0
649774,6.58,17600.0
649810,6.96,10700.0
649812,6.76,26900.0
649813,6.72,28900.0
649932,7.38,2.0
650018,5.72,8400.0
650064,5.82,1200.0
650081,5.08,9200.0
650439,4.48,900.0
650440,5.41,47000.0
650441,3.63,12400.0
650442,4.82,800.0
650745,6.17,600.0
650939,4.75,7400.0
650940,3.58,1100.0
651093,1.18,4000.0
651422,4.66,42920.0
651423,6.82,1140.0
651427,3.94,800.0
651456,5.49,19.0
651459,6.51,9700.0
651460,5.37,38300.0
651491,6.44,2400.0
651492,6.44,2400.0
651496,4.21,70.0
651497,4.27,15000.0
651498,4.37,360.0
651528,5.94,1200.0
651536,2.57,77.0
651538,5.1,16510.0
651540,4.05,5410.0
651563,7.52,0.59
651572,5.34,620.0
651577,4.82,4970.0
651619,3.81,1210.0
655837,3.68,120.0
658771,5.4,15.0
660008,6.07,4860.0
660951,5.81,2600.0
668260,2.39,16000.0
671348,5.04,87.0
671385,5.06,440.0
671564,5.08,276.0
672824,6.28,653.0
673197,5.12,3475.0
683611,4.04,630.0
683697,4.51,280.0
683895,4.57,10000.0
683896,4.28,10000.0
683897,5.74,6000.0
683898,5.8,12000.0
683955,5.89,5000.0
683956,5.77,3000.0
683957,5.89,2500.0
683958,6.59,12500.0
683959,6.94,25000.0
684022,5.91,4000.0
684884,1.97,37000.0
684885,2.68,44000.0
684886,2.7,24000.0
684926,6.38,1000.0
684934,3.98,46000.0
684962,6.42,2000.0
685012,6.38,5000.0
685150,4.76,51000.0
685151,3.96,30000.0
685152,5.8,33000.0
685157,5.27,1000.0
685158,4.69,33000.0
685196,4.72,36000.0
685208,4.46,16000.0
685226,4.61,40000.0
685227,5.61,34000.0
685228,3.66,35000.0
685229,3.9,32000.0
685236,1.89,29000.0
685237,6.47,6000.0
685239,2.1,29000.0
685271,7.02,1000.0
685305,4.12,30000.0
685306,3.87,2000.0
685307,4.36,16000.0
685350,2.77,68000.0
685353,3.32,65000.0
685354,6.5,230.0
685355,6.83,312.0
685356,6.62,400.0
685359,6.53,535.0
685360,6.54,596.0
685361,6.33,174.0
685362,6.51,1303.0
685395,4.42,23000.0
685403,6.31,2994.0
685404,6.35,101.0
685406,6.39,352.0
685436,4.64,3000.0
685510,4.18,21000.0
685511,4.41,13300.0
685512,4.35,11800.0
685513,4.31,49800.0
685575,4.99,85000.0
685576,4.31,49800.0
685594,5.5,3000.0
685595,5.51,2000.0
685596,5.21,5000.0
685597,5.09,19000.0
685639,4.22,9900.0
685640,4.36,8400.0
685641,4.18,12800.0
685651,4.05,4000.0
685652,3.76,1000.0
685653,3.16,17000.0
685656,0.97,46000.0
685657,2.32,30000.0
685658,1.57,100000.0
685660,5.6,5000.0
685661,5.61,2000.0
685662,4.76,38000.0
685698,4.17,9100.0
685699,4.14,3600.0
685700,4.19,5600.0
685701,4.34,8900.0
685702,4.19,4400.0
685703,4.41,7200.0
685710,3.22,19000.0
685714,2.25,8000.0
685715,2.37,57000.0
685716,2.55,71000.0
685717,2.73,8000.0
685718,4.35,16000.0
685719,5.31,3000.0
685720,5.33,22000.0
685774,4.4,4100.0
685775,4.12,13400.0
685776,4.46,5000.0
685777,4.84,1900.0
685778,4.87,1900.0
685808,5.67,150.0
685809,5.76,319.0
685829,4.28,6700.0
685830,5.09,8900.0
685831,4.3,3700.0
685877,2.6,37820.0
685878,3.47,39630.0
685880,2.94,34640.0
685881,3.08,36370.0
685882,3.06,35210.0
685883,3.36,26050.0
685947,3.36,33200.0
685948,3.72,20210.0
685949,3.74,33940.0
685950,3.72,34680.0
685951,3.31,9680.0
685952,3.41,15540.0
686010,3.31,12440.0
686011,4.58,37210.0
686012,4.58,36060.0
686013,3.72,28090.0
686014,3.71,14340.0
686015,3.71,16110.0
686036,7.11,19000.0
686072,4.1,31840.0
686074,3.75,41720.0
686075,2.91,24310.0
686165,6.74,3000.0
686169,4.52,22.15
686170,4.65,21.0
686171,4.7,21.0
686226,4.8,21.0
686275,6.02,4005.0
686285,6.25,2430.0
686307,7.09,13800.0
686308,7.2,5700.0
686309,7.22,2500.0
686310,7.35,22800.0
686312,7.37,24300.0
686313,7.18,5900.0
686314,7.21,9900.0
686315,7.21,390.0
686316,7.35,10200.0
686317,7.33,13000.0
686318,7.37,12400.0
686366,7.35,17600.0
686369,7.04,13500.0
686372,7.03,5100.0
686408,2.14,38000.0
686409,2.07,23000.0
686466,5.0,11400.0
686523,4.55,18000.0
686524,4.74,16000.0
686526,4.74,21000.0
686549,5.8,438.0
686550,5.86,33.0
686551,5.92,263.0
686552,5.92,1490.0
686596,4.66,15000.0
686597,4.66,49000.0
686598,4.68,23000.0
686599,5.09,19000.0
686600,5.09,39000.0
686615,6.59,9735.0
686629,5.91,177.0
686630,5.89,2370.0
686631,5.94,2180.0
686632,5.87,98.0
686674,4.17,20000.0
686675,4.45,7700.0
686676,4.45,13000.0
686678,4.39,23000.0
686703,5.78,90.0
686704,5.81,24.0
686705,5.87,27.0
686706,6.0,104.0
686741,4.39,33000.0
686743,4.76,26000.0
686774,6.03,68.0
686775,6.03,82.0
686776,6.03,5.0
686777,6.08,1880.0
686844,6.26,193.0
686845,6.06,310.0
686846,6.06,721.0
686847,6.06,333.0
686921,6.01,59.0
686922,6.15,28.0
686923,6.33,1310.0
687139,5.69,25.0
687140,5.61,33.0
687141,5.81,622.0
687169,4.01,13400.0
687170,3.95,13200.0
687171,3.99,6700.0
687172,3.87,12300.0
687205,5.71,870.0
687206,5.79,1530.0
687207,5.76,21.0
687208,5.79,10.0
687244,3.9,15700.0
687245,3.88,16900.0
687246,4.33,11300.0
687247,4.33,11600.0
687286,5.82,33.0
687287,6.14,48.0
687288,6.14,30.0
687289,6.09,76.0
687297,7.85,2200.0
687323,4.36,40000.0
687324,4.43,50000.0
687326,4.74,50000.0
687363,6.15,22.0
687364,6.15,16.0
687365,6.15,1.0
687366,6.15,2.0
687395,4.1,50000.0
687396,4.15,31000.0
687397,4.15,35000.0
687432,6.14,17.0
687433,5.88,65.0
687434,5.7,403.0
687435,5.69,28.0
687467,4.67,50000.0
687468,4.63,50000.0
687494,5.65,15.0
687495,5.72,409.0
687496,5.69,262.0
687497,5.74,1500.0
687503,5.56,43.0
687504,5.77,18.0
687505,5.63,41.0
687506,5.9,802.0
687563,5.71,194.0
687564,5.77,1200.0
687565,5.78,566.0
687566,5.76,24.0
687572,5.8,806.0
687573,5.76,236.0
687574,5.63,253.0
687575,5.73,214.0
687601,4.42,46000.0
687632,5.79,272.0
687633,5.59,401.0
687634,5.69,1610.0
687635,5.78,1080.0
687641,5.59,108.0
687642,5.67,166.0
687643,5.8,346.0
690017,2.87,35800.0
690258,5.8,1070.0
690259,5.84,360.0
690260,5.87,190.0
690316,5.92,340.0
690393,6.0,180.0
690394,6.04,140.0
690395,5.7,360.0
690396,5.83,100.0
690514,5.83,120.0
690515,6.14,110.0
690581,5.31,1010.0
690582,5.64,910.0
690583,5.67,76.0
690584,5.42,1060.0
690620,0.54,78300.0
690621,2.81,30300.0
690622,0.74,72500.0
690623,2.15,34400.0
