molregno,molecular_complexity,mean_standard_value
1584923,4.66,450.0
1584924,5.07,1900.0
1584925,5.4,930.0
1584926,4.94,100.0
1584927,5.23,15.0
1585586,6.84,8300.0
1585661,3.82,725.0
1586433,5.0,12600.0
1586434,4.92,19700.0
1586435,5.21,23200.0
1586437,5.38,14900.0
1586438,5.05,17200.0
1586439,4.58,14000.0
1586440,5.26,5960.0
1586446,4.9,3880.0
1586447,5.16,5170.0
1586448,4.68,21000.0
1587668,4.32,1600.0
1587669,4.32,5300.0
1587682,4.01,1900.0
1587694,3.88,900.0
1587696,4.1,13800.0
1587706,4.49,14800.0
1588129,6.46,241.0
1588413,5.02,41200.0
1588429,5.43,16000.0
1588437,6.41,43.5
1588438,6.28,56.0
1588446,6.16,258.0
1588447,6.11,499.0
1588677,5.91,3600.0
1588683,6.81,2700.0
1588684,6.53,4700.0
1588685,5.66,4650.0
1588686,6.53,10000.0
1589127,5.01,10.0
1589128,5.1,870.0
1589129,5.33,410.0
1589130,5.05,323.0
1589131,5.2,27.0
1589132,5.14,52.0
1589133,5.3,8400.0
1589134,5.48,5600.0
1589135,5.11,10.0
1589136,5.34,453.0
1589137,5.49,453.0
1589138,4.97,31.0
1589139,5.08,7010.0
1589140,5.33,7390.0
1589227,4.94,85.0
1589228,5.33,785.0
1589229,5.42,328.0
1591506,5.19,1.4
1591507,5.48,10.0
1591508,6.38,7.8
1591509,5.17,8.6
1591510,4.93,5.1
1591511,5.69,9.4
1591512,6.42,16.0
1591513,6.29,8.4
1591514,5.0,4.6
1591515,6.42,11.0
1591516,6.5,4.0
1591517,5.96,9.1
1591518,6.28,8.3
1591519,6.44,6.6
1591520,6.54,9.0
1591521,5.07,5.2
1591522,6.21,4.2
1591577,6.08,3.7
1591578,5.03,7.5
1591579,5.19,13.4
1591580,5.64,3.1
1591581,5.62,1.2
1591583,4.8,6.0
1591584,6.23,15.2
1591585,5.17,25.0
1591586,5.51,2.4
1591587,5.52,1.7
1591588,5.36,6.0
1591589,5.5,2.7
1591590,6.16,20.0
1591591,6.67,19.1
1591592,6.05,20.0
1591593,5.17,4.4
1591594,5.05,9.2
1591595,5.63,10.0
1591764,5.71,2.0
1591768,5.7,1.0
1592585,5.81,3.0
1594194,5.27,92.0
1594535,4.56,1500.0
1594536,4.67,10.0
1594676,6.74,55.5
1594677,6.94,582.0
1594678,6.87,2564.0
1594679,7.01,572.0
1594681,6.67,35.3
1603808,3.76,995.0
1605238,6.93,670.0
1605371,5.2,859.0
1605372,5.47,337.0
1605373,5.35,765.0
1605374,5.58,1568.0
1605375,4.57,1420.0
1605376,4.82,750.0
1605377,4.63,900.0
1605841,2.48,11200.0
1605848,2.48,1700.0
1605849,2.48,1500.0
1605854,2.73,700.0
1605855,2.72,1000.0
1606475,2.98,15200.0
1608113,7.43,58.4
1608115,7.16,3.5
1608118,6.85,38.6
1608119,6.86,47.1
1608120,6.64,21.3
1608121,6.67,28.9
1608123,6.13,76.5
1608126,6.36,40.9
1608129,4.5,101.9
1608907,3.44,27000.0
1608908,3.55,24000.0
1609372,5.7,3.0
1609374,5.27,6.0
1609462,5.19,19.0
1609466,5.09,23.0
1609726,6.23,157.25
1609727,6.24,73.03
1609730,6.24,53.11
1609731,6.22,51.02
1609733,6.36,42.19
1609737,6.57,34.485
1609740,6.66,82.19
1609741,6.69,50.82
1609814,5.78,57.0
1609815,5.63,16.0
1609816,5.86,106.0
1609817,5.54,448.0
1609818,5.46,707.0
1609819,5.49,165.0
1609820,5.21,3313.0
1610170,5.82,344.0
1610379,5.61,17400.0
1610380,5.99,4390.0
1610381,5.78,2380.0
1610382,5.62,14260.0
1610383,5.67,6849.0
1610606,5.56,14900.0
1610607,5.72,13200.0
1611328,4.59,18.0
1611600,6.16,265.0
1611603,3.51,10000.0
1611636,3.93,10000.0
1612502,4.32,3500.0
1612503,4.52,800.0
1612504,4.5,18600.0
1612505,4.77,5500.0
1612506,4.26,6500.0
1612507,4.56,7400.0
1612508,4.2,35000.0
1612509,2.01,47800.0
1612510,4.3,2700.0
1612511,4.36,15900.0
1612817,6.41,400.0
1612818,6.45,200.0
1612819,6.2,10000.0
1612820,6.28,10000.0
1612821,4.41,42000.0
1612822,5.14,31000.0
1612823,4.59,45000.0
1612824,5.34,36000.0
1612825,5.43,18000.0
1612826,5.39,22000.0
1612827,5.66,5000.0
1612828,5.84,12000.0
1612949,5.59,30000.0
1612950,5.55,14000.0
1612951,5.76,16000.0
1612952,5.82,1300.0
1612953,5.99,2700.0
1612954,5.81,2500.0
1612955,5.79,6000.0
1612956,5.82,8000.0
1612957,5.8,9000.0
1612958,5.95,1900.0
1612959,5.36,26000.0
1612960,5.58,9000.0
1613257,5.77,10000.0
1614077,7.39,12.5
1614078,6.74,21.05
1614081,6.65,21.533333333333335
1614082,6.91,9.3
1614083,7.1,9.1
1614084,7.51,5.1
1614085,5.16,128.2
1614640,5.43,5800.0
1614720,5.73,1490.0
1614721,5.81,595.0
1614722,5.82,787.0
1614723,5.64,750.0
1614724,5.81,1810.0
1614725,5.81,318.0
1614726,6.08,725.0
1614727,5.74,424.0
1614728,5.72,641.0
1614729,5.61,244.0
1614730,4.52,7920.0
1614731,4.61,3950.0
1614732,4.73,1140.0
1614733,5.29,100000.0
1614734,4.76,8290.0
1614735,5.39,855.0
1614736,5.45,2380.0
1614737,5.52,512.0
1614738,4.72,1660.0
1614740,4.85,4110.0
1614741,5.01,722.0
1614742,5.13,611.0
1614743,5.23,471.5
1614744,5.3,427.0
1614745,5.33,459.0
1614746,5.52,14800.0
1614748,5.39,697.0
1614749,5.83,436.0
1614750,5.29,383.0
1614751,5.41,463.0
1614752,5.25,768.0
1614753,5.01,533.0
1614754,5.02,917.0
1614755,5.89,2200.0
1614756,5.38,466.0
1614757,4.84,1260.0
1614758,4.86,533.0
1614759,5.27,1070.0
1614760,5.29,1060.0
1618444,3.42,46390.0
1618445,4.49,38170.0
1618449,3.89,35160.0
1618682,5.07,40055.36
1618685,4.7,1400.0
1618686,4.36,9800.0
1618687,4.31,90300.0
1618703,5.44,22704.34
1618705,4.23,27157.675
1618708,4.96,40819.015
1619017,4.83,186.0
1619018,5.18,383.0
1619019,5.26,1057.0
1619020,5.37,3340.0
1619021,5.38,4310.0
1619025,5.23,897.5
1619026,2.05,14980.0
1619349,6.63,206.0
1619350,6.7,164.0
1619351,6.61,182.0
1619352,6.7,350.0
1619353,6.72,168.0
1619354,6.56,320.0
1619355,6.63,509.0
1619356,6.64,326.0
1619357,6.51,190.0
1619358,6.59,288.0
1619359,6.61,134.0
1619360,6.58,263.0
1619361,6.66,346.0
1619362,6.67,141.0
1619363,6.46,185.0
1619364,6.6,163.0
1619365,6.62,204.0
1619366,6.46,128.0
1619367,6.56,339.0
1619368,6.63,69.0
1619369,6.54,112.0
1619380,5.49,6416.0
1619381,6.45,118.0
1619382,6.46,165.0
1619383,6.6,119.0
1619582,4.71,533.0
1619583,5.27,30.5
1619584,5.27,13.0
1619589,5.53,27.0
1619590,4.92,39.0
1619593,5.75,89.0
1619594,5.7,155.5
1619598,5.52,74.0
1619600,5.65,33.0
1619602,4.79,159.0
1619604,5.43,192.0
1619605,4.62,194.0
1619935,6.98,8200.0
1619936,6.99,9000.0
1620145,5.96,13770.0
1620146,5.58,18120.0
1620150,5.6,47600.0
1620155,5.57,23290.0
1620157,5.52,28160.0
1620159,5.74,37210.0
1620161,6.13,47210.0
1620162,5.56,7700.0
1620163,6.11,19640.0
1620164,5.82,18640.0
1620165,6.11,10160.0
1620564,6.75,63630.0
1620911,6.18,6980.0
1621577,5.07,46.5
1621579,5.66,1173.0
1621581,5.33,11.0
1621582,5.78,9.5
1621585,5.5,11.5
1621586,5.61,22.0
1621587,5.76,10.5
1621590,4.61,316.0
1621593,4.98,680.0
1621601,5.36,10844.0
1622206,7.48,2.3
1622449,5.33,14000.0
1622450,5.37,91000.0
1622451,5.36,22000.0
1622453,5.35,8000.0
1624553,5.96,4500.0
1624562,5.92,3300.0
1624563,4.66,41700.0
1624564,5.56,200.0
1624567,5.7,1700.0
1624568,5.74,1300.0
1624572,5.7,780.0
1624574,5.7,1400.0
1624575,5.66,330.0
1624580,5.79,800.0
1624584,5.87,2100.0
1624976,5.58,1230.0
1624977,5.31,17400.0
1624978,5.31,17500.0
1624979,5.28,11400.0
1624980,5.47,8400.0
1624981,5.48,27400.0
1624983,4.62,40300.0
1624984,4.66,32100.0
1624985,4.76,18700.0
1624986,4.84,89100.0
1624987,4.89,28600.0
1624988,4.99,9100.0
1624989,5.08,3900.0
1624990,5.24,5200.0
1624991,5.13,4300.0
1624992,5.93,4200.0
1624993,5.8,500.0
1624994,5.56,1300.0
1624995,5.56,14600.0
1624996,5.56,4900.0
1624997,5.71,4800.0
1624998,5.72,8300.0
1624999,5.59,600.0
1625000,5.67,12300.0
1625001,5.99,14200.0
1625002,5.59,8400.0
1625003,5.63,4700.0
1625004,5.53,4300.0
1625005,5.62,2000.0
1625006,5.64,33800.0
1625007,4.07,3600.0
1625008,5.34,24400.0
1625009,5.49,12500.0
1625010,5.69,2600.0
1625011,5.88,3000.0
1625012,5.82,2700.0
1625661,5.31,23000.0
1625663,5.41,10000.0
1625668,5.61,18000.0
1625669,5.8,23000.0
1625671,6.19,20000.0
1625673,5.6,11000.0
1625676,5.5,20000.0
1625680,5.92,21000.0
1625867,5.02,12393.985
1625872,6.02,11319.64
1626954,5.74,5000.0
1626965,5.89,191.0
1626970,6.03,140.0
1626985,6.07,309.0
1627687,6.89,346.75
1633061,6.28,6000.0
1633063,5.55,18000.0
1633065,5.31,40000.0
1633068,5.25,98000.0
1633073,6.17,1000.0
1633585,4.93,20000.0
1674412,1.47,29500.0
1684408,4.69,235.0
1687681,3.31,66.0
1699704,2.73,6670.0
1700810,3.31,42.2
1724610,5.34,0.4
1724620,5.52,1.2
1724621,5.1,1.5
1724622,5.24,1.3
1724623,5.66,3.5
1724624,6.06,1.0
1724691,4.42,3130.0
1724692,3.82,2650.0
1724693,5.61,4160.0
1724694,4.75,990.0
1724707,4.31,8530.0
1724709,5.41,6360.0
1724712,5.68,2990.0
1724713,5.41,9360.0
1724714,6.04,3140.0
1724717,5.19,9450.0
1724719,5.86,4510.0
1724720,5.65,5170.0
1724721,6.09,4690.0
1725123,4.6,1027.0
1725134,6.33,2080.0
1725794,5.68,96.0
1726020,4.43,164.0
1726021,4.48,19.3
1726022,4.42,4.57
1726025,5.18,229.8
1726026,5.24,5.3
1726027,5.09,141.5
1726028,5.15,0.46
1726029,5.16,674.8
1726030,5.22,5.0
1726032,4.08,8102.5
1726033,3.4,4698.0
1726034,3.4,6725.0
1726035,4.56,183.9
1726036,4.57,8.45
1726037,5.05,1820.4
1726038,5.07,29.6
1726047,6.24,4.0
1726416,5.09,15100.0
1726418,5.31,4840.0
1726421,5.34,13700.0
1727542,4.21,27000.0
1727544,4.17,23000.0
1727546,4.18,12000.0
1727548,4.14,35000.0
1727550,4.17,13000.0
1727554,4.83,26000.0
1727556,4.76,29000.0
1727558,4.59,34000.0
1727560,4.55,10000.0
1727562,4.58,28000.0
1727566,4.55,20000.0
1727569,4.27,31000.0
1727571,4.31,14000.0
1727573,4.08,5400.0
1727574,4.46,6600.0
1727576,4.09,25000.0
1727578,4.45,36000.0
1727580,3.92,33000.0
1728053,5.22,0.8
1728054,5.37,3.3
1728055,6.52,4.1
1728061,5.66,29.0
1728062,5.69,23.0
1728063,3.75,115.0
1728064,3.75,56.0
1728178,4.98,9660.0
1728181,5.59,17020.0
1728184,5.32,9120.0
1728185,4.84,12730.0
1728186,5.11,22750.0
1728187,4.84,26850.0
1728188,5.09,15290.0
1728189,5.37,14990.0
1728190,5.07,24520.0
1728191,5.16,14490.0
1728192,4.09,9990.0
1728194,4.39,15890.0
1728195,4.47,12930.0
1728196,4.48,9990.0
1728201,4.61,22750.0
1728203,5.08,11690.0
1728204,4.43,13030.0
1728205,4.62,24380.0
1728206,4.74,16530.0
1728210,5.43,10530.0
1728685,6.12,113.0
1731731,6.09,40400.0
1731849,3.84,10209.7
1731851,4.81,36.1
1731853,5.62,26.4
1731854,5.0,63.2
1731856,4.73,226.5
1731857,4.94,113.4
1731859,5.06,18.6
1731860,5.5,316.7
1731861,4.97,13.0
1731863,5.21,8.1
1731864,4.85,36.1
1731870,4.04,7386.0
1731872,4.99,273.7
1731873,4.85,93.2
1731876,5.06,35.4
1731877,5.25,95.4
1731878,5.12,40.9
1731880,5.32,31.3
1731881,5.46,58.3
1731882,5.34,48.6
1731883,4.99,52.7
1731884,4.96,31.4
1731885,5.09,32.9
1731887,5.84,7.3
1731988,5.07,7265.0
1731991,5.16,4525.0
1732492,3.51,19100.0
1732493,4.15,2930.0
1732550,4.96,15.0
1732551,5.44,15.5
1732552,4.94,24.7
1732554,5.54,96.0
1732556,4.79,129.5
1732558,4.56,192.5
1732566,4.63,918.5
1732567,5.04,1020.5
1732571,5.55,1617.5
1732576,6.12,0.62
1732577,6.35,3.4
1732578,5.9,4.4
1732579,5.96,5.8
1732581,5.89,6.85
1732584,5.93,19.0
1732588,5.63,100.5
1732589,5.47,101.5
1732590,5.55,112.0
1732592,5.96,150.0
1732594,5.99,157.0
1732595,5.93,178.0
1732598,5.79,729.5
1732604,5.99,19.0
1732607,5.66,716.0
1732608,5.88,747.5
1732929,5.24,5752.0
1732930,5.52,5022.0
1732931,4.9,13850.0
1733280,5.8,1.0
1733286,5.89,1.0
1733795,6.42,82.695
1733797,6.4,58.08
1733798,6.43,87.2
1733895,7.26,610.0
1734153,6.03,120.3
1734154,6.04,109.0
1734156,6.26,369.18
1734157,6.31,37.56
1734159,6.26,240.82
1734160,6.33,123.88
1734161,6.48,168.5
1734162,6.49,167.8
1734168,6.65,31.23
1734174,6.18,39.45
1734175,6.26,23.12
1734176,6.32,307.4
1734177,6.39,62.75
1734178,6.44,76.24
1734179,6.48,126.0
1734183,6.05,634.8
1734185,6.04,89.045
1734186,6.19,86.01
1734190,6.27,204.1
1734192,6.47,68.11
1734193,6.49,78.18
1734196,6.68,74.81
1734198,6.64,43.09
1734223,7.16,15400.0
1734760,5.11,100000.0
1734764,4.72,70000.0
1734775,4.65,33000.0
1734786,4.41,43000.0
1734788,4.72,65000.0
1734789,4.72,37000.0
1734790,4.63,59000.0
1734793,5.24,100000.0
1734798,4.93,70000.0
1734801,5.28,100000.0
1737002,5.67,15750.0
1737003,5.86,21300.0
1737004,5.79,29800.0
1737007,6.14,13100.0
1737008,5.89,9170.0
1737010,6.19,6605.0
1737012,6.04,32200.0
1737015,6.05,18700.0
1737016,6.25,7350.0
1737018,3.93,5000.0
1737089,2.89,1327.0
1737090,3.31,514.0
1737091,3.17,192.0
1737092,3.2,101.0
1737093,3.31,141.0
1737094,3.75,80.0
1737095,3.86,49.0
1737096,4.01,88.0
1737097,3.74,99.0
1744367,4.48,8000.0
1745152,3.34,2450.0
1745153,3.66,3350.0
1745160,3.61,6500.0
1745164,3.68,9450.0
1746689,5.61,3.85
1746843,3.91,2400.0
1746844,3.94,2800.0
1746845,3.72,24000.0
1746846,4.04,2400.0
1746848,4.44,18000.0
1746849,4.37,11000.0
1746850,1.43,13000.0
1746851,2.4,51000.0
1746853,3.52,6000.0
1746894,7.27,1100.0
1746895,7.41,600.0
1746909,3.53,2400.0
1746912,3.61,20700.0
1746932,5.87,23.25
1746936,6.09,288.7
1746939,5.95,18.35
1746940,6.14,24.2
1746944,5.44,54.3
1746946,5.45,41.1
1747061,4.26,7340.0
1747062,5.06,6590.0
1747063,4.73,3700.0
1747064,4.43,8590.0
1747065,4.48,5000.0
1747068,4.21,5210.0
1747069,4.36,4410.0
1747072,4.36,2310.0
1747073,5.69,4780.0
1747074,4.76,2560.0
1747077,4.11,4800.0
1747082,4.78,5840.0
1747083,4.94,9880.0
1747086,4.73,3030.0
1747087,4.87,4010.0
1747088,4.79,3340.0
1747089,4.23,3470.0
1749170,7.14,15.67
1749488,7.07,150.68
1749491,7.08,107.5
1749494,7.4,83.55333333333333
1749495,7.63,368.93
1749788,6.73,200.0
1749791,6.41,6.0
1749804,6.34,4.0
1749805,6.35,2.0
1757385,4.72,48.15
1758511,2.29,8000.0
1758513,2.45,17600.0
1758515,2.59,1500.0
1758517,2.04,12800.0
1758519,3.83,200.0
1758724,3.48,1500.0
1758725,3.74,1700.0
1758726,3.79,1600.0
1758728,3.97,1200.0
1758729,3.77,2400.0
1758730,3.99,4200.0
1758731,4.18,1500.0
1758733,4.44,22000.0
1758734,4.71,1750.0
1759704,3.8,90.0
1759705,3.89,150.0
1759707,3.93,170.0
1759708,3.85,210.0
1759709,3.92,210.0
1759710,3.69,230.0
1759711,3.85,240.0
1759712,3.85,240.0
1759714,4.01,350.0
1759716,3.5,730.0
1760220,5.04,3.9
1760221,5.24,12.0
1760222,5.18,1.8
1761169,3.87,1010.0
1761194,6.96,57000.0
1761195,6.84,25000.0
1761197,7.17,23000.0
1761198,7.45,4000.0
1761807,5.63,10700.0
1761808,5.77,2600.0
1761809,5.86,2400.0
1761815,6.1,17200.0
1761816,6.21,4000.0
1761846,3.56,56.0
1762727,3.49,700.0
1763306,2.81,3900.0
1763307,2.79,900.0
1763309,2.95,500.0
1763310,3.35,300.0
1763311,2.82,400.0
1763314,3.64,5000.0
1763315,3.41,5000.0
1763422,4.81,1475.0
1778669,4.51,82.64
1778671,4.25,142.22
1778672,4.67,64.09
1778673,4.34,35.37
1778675,5.33,112.65
1778680,4.9,142.5
1778691,2.6,168.0
1778692,3.4,55.29
1779019,4.85,14400.0
1780539,5.84,40.0
1780784,3.61,168.0
1780785,4.1,24.0
1780788,4.26,40.0
1780789,4.35,21.0
1780790,4.81,6.5
1780791,3.63,161.0
1780794,4.15,12264.0
1780795,3.95,183.0
1780796,4.1,1565.0
1780797,4.82,1319.0
1780798,5.03,8301.0
1780799,4.24,284.0
1780800,5.39,840.0
1781585,5.44,244.0
1781685,2.96,88000.0
1781688,4.2,9700.0
1781690,4.04,91000.0
1781729,3.28,48000.0
1781731,2.67,93000.0
1781742,3.13,17000.0
1781744,3.32,72000.0
1781881,6.04,10000.0
1782662,6.61,7300.0
1783342,5.99,6134.0
1783343,6.18,8752.0
1783346,6.18,5723.0
1783347,5.64,39.84
1783348,5.7,42.54
1783349,5.73,57.21
1783350,5.8,386.9
1783769,5.84,11.7
1783770,5.74,488.1
1783778,5.62,24.9
1783779,5.64,75.5
1783780,5.87,13.5
1783781,5.71,302.0
1783782,5.81,72.3
1783783,5.68,48.7
1783784,5.91,101.0
1783785,5.8,58.0
1783786,5.86,45.3
1783787,5.82,62.9
1783788,5.99,49.7
1783789,5.84,55.8
1783790,5.94,59.6
1783791,5.84,216.0
1783792,6.02,1960.0
1783793,5.9,1225.0
1783794,6.0,1853.5
1784535,5.48,450.0
1786404,5.11,600.0
1786405,5.64,11.0
1786406,5.75,63.0
1786407,5.76,275.0
1786408,5.82,1630.0
1786410,5.98,9580.0
1786413,5.88,32.0
1786414,6.05,22.0
1786415,5.6,56.0
1786416,5.7,131.0
1786587,6.93,4000.0
1786588,6.51,7900.0
1786740,6.24,6630.0
1786742,6.4,13030.0
1786746,6.23,4730.0
1786970,3.01,1665.0
1786972,3.2,11400.0
1787051,7.15,1700.0
1787107,6.39,7470.0
1787108,6.4,1600.0
1787873,5.45,7660.0
1788230,2.16,835.0
1788242,3.5,7400.0
1788562,6.5,2345.0
1788566,6.45,5410.0
1788573,5.69,3580.0
1788577,5.69,7585.0
1788579,6.17,5595.0
1788580,5.7,20000.0
1788584,4.27,16120.0
1788587,4.01,18010.0
1789898,6.14,10000.0
1789899,6.28,7500.0
1789900,6.39,5600.0
1789901,6.46,1900.0
1789902,6.57,1200.0
1789903,6.53,3700.0
1789904,6.1,15200.0
1789906,5.43,58800.0
1789907,5.51,43700.0
1789908,5.6,41400.0
1789909,5.57,66700.0
1789911,5.88,4300.0
1789912,5.99,4100.0
1789913,6.07,2300.0
1789914,6.17,1500.0
1789915,5.8,17100.0
1790251,3.96,4100.0
1791231,5.16,92.5
1791232,4.88,190.0
1791244,4.88,4000.0
1791406,4.81,7000.0
1792448,5.01,125.0
1792449,5.07,9090.0
1792450,5.44,7590.0
1792451,5.36,12100.0
1792452,5.37,1840.0
1792453,5.56,12800.0
1792454,5.44,4700.0
1792455,5.52,2580.0
1792456,5.05,67500.0
1792457,4.69,43700.0
1792458,4.78,19800.0
1792459,5.57,2030.0
1792460,3.08,91700.0
1792462,4.05,40200.0
1792463,4.31,43900.0
1792495,4.78,24050.0
1792501,6.33,29540.0
1792505,5.13,20810.0
1792515,5.37,11470.0
1792516,5.32,16650.0
1792518,4.9,6620.0
1792519,5.32,25800.0
1792520,5.27,28620.0
1792521,5.53,9180.0
1792522,5.06,9790.0
1792523,5.52,7220.0
1792524,5.57,12170.0
1792525,5.74,4030.0
1792526,5.84,5000.0
1792527,5.93,5380.0
1792528,5.94,1360.0
1792529,5.91,6620.0
1792530,5.97,5370.0
1792534,5.0,22630.0
1792536,5.08,8190.0
1792539,5.3,21770.0
1792540,5.11,13960.0
1792541,5.18,22510.0
1792543,4.62,16210.0
1792544,5.0,4500.0
1792545,5.21,3570.0
1792548,5.29,16610.0
1792549,4.7,31270.0
1792550,4.97,6270.0
1792551,5.04,64000.0
1793409,5.95,3370.0
1793410,6.15,1730.0
1793412,5.98,2260.0
1793413,6.26,7110.0
1793416,6.29,10340.0
1793417,6.31,4110.0
1793418,6.49,2685.0
1793419,6.49,315.0
1793423,6.35,2740.0
1793424,6.5,2140.0
1793428,6.38,3950.0
1793430,6.54,1750.0
1793439,6.57,700.0
1794399,3.62,2700.0
1795838,5.01,42000.0
1795839,5.0,42000.0
1795840,5.58,33000.0
1795841,5.56,36000.0
1795843,5.62,13000.0
1795844,5.58,8000.0
1795845,5.58,8000.0
1795846,5.41,35000.0
1795847,5.39,42000.0
1795848,5.65,19000.0
1795849,5.52,11000.0
1795850,5.78,27000.0
1795851,5.8,21000.0
1795852,5.63,10000.0
1795876,5.89,7160.0
1795878,6.25,6540.0
1795879,6.03,2760.0
1795880,6.04,8210.0
1795881,6.06,3900.0
1795883,6.33,4170.0
1795885,6.08,7880.0
1795959,6.63,4930.0
1795961,6.54,5820.0
1795962,6.33,3200.0
1795964,6.66,4340.0
1795965,6.71,5030.0
1796119,3.95,32.95
1796120,3.98,4.66
1796678,4.82,400.0
1796684,5.43,501.0
1796686,5.75,6506.5
1796692,5.89,6709.5
1796693,6.11,4103.0
1797986,6.05,36.0
1797987,4.59,7.5
1797988,6.05,61.0
1797989,5.22,31.0
1797990,7.15,72.0
1797991,6.48,38.0
1797992,5.82,34.0
1797993,5.83,27.0
1797994,6.04,34.0
1797995,6.39,66.0
1797996,5.41,35.0
1798009,4.31,1.1
1798011,4.57,4.1
1798012,5.37,0.39
1798015,4.67,24.0
1798016,5.26,32.0
1798017,6.09,20.0
1817405,3.49,14000.0
1817406,4.42,2600.0
1817407,4.4,2900.0
1817408,4.34,5900.0
1817409,3.68,3000.0
1817410,3.97,7600.0
1817411,5.04,4200.0
1817412,4.79,1300.0
1817413,4.98,5000.0
1817414,5.05,1900.0
1817415,4.66,1100.0
1817416,4.66,1400.0
1817417,4.81,2500.0
1817418,4.59,4600.0
1817419,4.14,1300.0
1817420,4.51,5500.0
1817421,4.61,3600.0
1817422,4.0,4800.0
1817423,3.98,5000.0
1817424,4.17,3500.0
1817426,5.77,12.0
1817427,5.95,4.0
1817428,5.63,2.0
1817775,5.52,1519.0
1817777,5.67,46.5
1817785,5.84,48.0
1818038,4.62,9660.0
1818039,5.06,6570.0
1818040,5.36,3260.0
1818041,5.62,3240.0
1818405,6.05,25600.0
1818406,6.1,10600.0
1818407,6.25,1300.0
1818408,5.94,31800.0
1818409,6.46,14100.0
1818410,6.14,3260.0
1818411,6.13,9100.0
1818412,5.53,4800.0
1818413,6.23,1000.0
1818414,5.54,2800.0
1818562,5.71,2110.0
1819486,4.33,9200.0
1819745,5.79,1050.0
1819754,5.68,37.5
1819755,6.05,2.2
1819756,6.06,2.65
1819757,6.05,6.5
1819759,5.65,6.5
1819762,5.54,103.0
1819768,5.91,1.1
1822122,4.04,160.0
1823256,6.06,2380.0
1823487,4.81,1556.0
1823859,4.69,783.0
1823861,4.21,619.0
1823862,4.27,455.0
1823863,4.38,532.0
1823864,4.59,227.0
1823865,4.83,597.0
1823867,5.11,351.0
1823868,5.13,429.0
1823869,5.12,703.0
1823870,5.18,233.0
1823871,5.18,228.0
1825531,3.35,3875.225
1826872,7.59,100.0
1826873,7.71,920.0
1826874,7.47,1590.0
1826876,6.22,9910.0
1826877,5.87,7080.0
1826878,5.72,270.0
1826880,2.84,970.0
1827665,4.0,6.0
1827668,4.07,1100.0
1827670,3.89,270.0
1827671,4.35,410.0
1827672,4.15,5.0
1827673,4.36,7.0
1827678,4.46,8.0
1827679,4.64,14.0
1828139,7.77,5950.0
1828818,4.01,14.83
1828821,6.77,10.16
1828822,7.0,5.765
1829023,3.19,5.52
1829024,3.24,5.52
1829025,3.46,0.9
1830021,3.52,845.0
1830022,3.52,580.0
1830023,3.53,630.0
1831270,4.54,3.9
1832251,5.25,1520.0
1833192,4.8,87600.0
1833196,4.92,36050.0
1833199,5.28,44230.0
1833201,5.23,48240.0
1833202,5.37,53790.0
1833205,4.35,60570.0
1833207,6.78,52700.0
1833208,6.13,16890.0
1833719,4.92,27.4
1833720,5.01,2240.3
1833864,4.43,6.7
1833866,5.02,26.5
1834247,4.79,3280.0
1834248,4.79,1170.0
1834257,5.08,3000.0
1834263,4.4,10000.0
1834264,5.17,1200.0
1834266,5.05,340.0
1834267,5.06,1850.0
1834269,5.07,1200.0
1834273,5.8,2830.0
1834274,5.44,1940.0
1835517,3.07,28200.0
1835520,2.88,31100.0
1835523,2.86,41900.0
1835526,3.01,32600.0
1836667,6.9,5500.0
1836668,6.98,10000.0
1836669,6.99,18800.0
1836670,6.96,17500.0
1836672,6.68,5200.0
1836673,6.98,10000.0
1836674,6.98,9700.0
1836675,7.01,16700.0
1836676,7.01,6700.0
1836678,7.02,6700.0
1836679,6.7,900.0
1836684,6.73,10200.0
1836685,6.73,35700.0
1836686,6.26,14200.0
1836687,6.14,27900.0
1837107,5.42,7.5
1838376,3.03,5700.0
1839070,3.74,1611.675
1839571,5.9,37.8
1839572,6.15,38.4
1839578,6.09,36.4
1839579,6.23,40.2
1839580,6.38,39.2
1839581,6.42,41.8
1839587,5.8,38.8
1839593,5.99,42.0
1839595,5.83,36.8
1839937,3.68,2500.0
1839938,3.75,4800.0
1839939,6.82,33000.0
1839947,3.87,52000.0
1839948,4.21,49000.0
1839949,3.78,70000.0
1839950,4.22,34000.0
1840178,4.71,1700.0
1840179,4.59,600.0
1840180,4.53,500.0
1840181,4.61,500.0
1840182,4.37,1000.0
1840185,4.56,3600.0
1840186,4.56,1700.0
1840189,4.29,2700.0
1840571,5.17,419.4
1840572,5.26,73.4
1840573,5.3,443.7
1840574,5.39,875.2
1840575,5.86,905.3
1840576,5.85,109.4
1840577,5.88,139.4
1840578,5.96,378.9
1840579,5.97,221.1
1840580,5.97,63.0
1840581,6.03,35.4
1840642,5.23,558.0
1840643,5.3,173.2
1840644,5.35,147.6
1840645,5.45,71.1
1840646,5.86,840.2
1840647,5.85,46.3
1840648,5.88,398.3
1840649,5.96,4074.0
1840650,5.96,2735.0
1840651,5.97,50.5
1840652,5.97,170.1
1840653,6.03,17.8
1843635,5.9,8551.4675
1843637,5.81,8241.085
1843647,5.99,9165.3525
1843657,6.06,9235.9175
1852884,5.5,1133.75
1852959,5.59,1103.845
1853061,5.13,1083.93
1853298,4.91,825.97
1853410,4.55,591.475
1853449,5.0,26.545
1854200,4.03,878.255
1855037,5.1,1129.335
1855541,5.28,651.415
